PlayerID	PlayerTrueName	PlayerTeams	SimpleMin	SimplePossFor	SimplePossOpp	SimplePointsFor	SimplePointsOpp	SimpleOffRtg	SimpleDefRtg	SimpleOverallRtg	SimpleORebFor	SimpleORebOpp	SimpleDRebFor	SimpleDRebOpp	SimpleORebRate	SimpleDRebRate	WeightedMinOffCourt	WeightedPossForOffCourt	WeightedPossOppOffCourt	WeightedPointsForOffCourt	WeightedPointsOppOffCourt	WeightedOffRtgOffCourt	WeightedDefRtgOffCourt	WeightedOverallRtgOffCourt	WeightedORebForOffCourt	WeightedORebOppOffCourt	WeightedDRebForOffCourt	WeightedDRebOppOffCourt	WeightedORebRateOffCourt	WeightedDRebRateOffCourt	WeightedOverallRtgOnCourt	WeightedORebRateOnCourt	WeightedDRebRateOnCourt	WeightedOverallRtgOnCourtMinusOffCourt	WeightedORebRateOnCourtMinusOffCourt	WeightedDRebRateOnCourtMinusOffCourt	AdjustedPM	AdjustedPMStdErr
1	Howard, Josh	UTA	523.3500	987	997	1007	1042	102.026	104.514	-2.4872	208	172	343	351	0.372093	0.666019	835.6500	1603	1597	1678	1682	104.679	105.323	-0.6438	292	290	569	563	0.3415	0.6624	-2.4872	0.372093	0.666019	-1.8434	0.0306	0.0036	-4.83561	4.22743
2	Thomas, Kurt	POR	513.7333	1000	982	995	927	99.5	94.3992	5.10081	139	176	368	379	0.26834	0.676471	994.2667	1923	1921	2026	1960	105.356	102.03	3.326	334	343	665	695	0.3246	0.6597	5.10081	0.26834	0.676471	1.7748	-0.0563	0.0168	2.6143	3.82928
3	Dampier, Erick	ATL	25.7500	49	49	53	39	108.163	79.5918	28.5714	13	6	19	18	0.419355	0.76	1300.2500	2438	2444	2500	2463	102.543	100.777	1.7657	410	406	911	926	0.3069	0.6917	28.5714	0.419355	0.76	26.8057	0.1125	0.0683	NULL	NULL
4	Marion, Shawn	DAL	903.7333	1730	1743	1735	1726	100.289	99.0247	1.26435	301	308	654	658	0.313869	0.679834	551.2667	1057	1041	1103	1002	104.352	96.2536	8.0983	155	188	411	393	0.2828	0.6861	1.26435	0.313869	0.679834	-6.834	0.0311	-0.0063	-7.353	3.33209
5	Nowitzki, Dirk	DAL	875.6667	1673	1653	1743	1624	104.184	98.2456	5.93849	256	274	630	619	0.292571	0.696903	579.3333	1114	1131	1095	1104	98.2944	97.6127	0.6817	200	222	435	432	0.3165	0.6621	5.93849	0.292571	0.696903	5.2568	-0.0239	0.0348	11.0697	3.19503
6	Terry, Jason	DAL	853.5333	1636	1617	1669	1631	102.017	100.866	1.15131	277	290	590	622	0.30812	0.670455	601.4667	1151	1167	1169	1097	101.564	94.0017	7.5621	179	206	475	429	0.2944	0.6975	1.15131	0.30812	0.670455	-6.4108	0.0137	-0.027	1.55523	3.17519
7	Bell, Raja	UTA	601.6667	1132	1135	1202	1228	106.184	108.194	-2.01009	186	194	393	422	0.305921	0.669506	757.3333	1458	1459	1483	1496	101.715	102.536	-0.8213	314	268	519	492	0.3896	0.6595	-2.01009	0.305921	0.669506	-1.1888	-0.0837	0.01	-8.53235	4.21127
8	Nash, Steve	PHX	859.4500	1689	1673	1774	1725	105.033	103.108	1.92437	229	288	623	613	0.271971	0.683864	580.5500	1085	1109	1046	1199	96.4055	108.115	-11.7099	203	191	370	415	0.3285	0.6595	1.92437	0.271971	0.683864	13.6343	-0.0565	0.0244	11.9503	4.81258
10	Jones, James	MIA	254.5000	504	493	545	521	108.135	105.68	2.45541	56	95	181	160	0.259259	0.655797	1210.5000	2336	2355	2569	2324	109.974	98.6837	11.2907	394	417	880	768	0.3391	0.6785	2.45541	0.259259	0.655797	-8.8353	-0.0798	-0.0227	-0.142726	3.47609
12	Diaw, Boris	CHA	838.3167	1605	1597	1503	1716	93.6449	107.451	-13.8066	256	266	592	640	0.285714	0.689977	558.6833	1061	1066	1017	1203	95.853	112.852	-16.9988	208	209	352	390	0.3478	0.6275	-13.8066	0.285714	0.689977	3.1922	-0.0621	0.0625	2.17365	3.63625
14	Daniels, Marquis	BOS	274.6167	507	509	490	487	96.6469	95.6778	0.969143	69	102	186	185	0.271654	0.645833	1074.0500	1984	1985	2011	1974	101.361	99.4458	1.915	310	365	723	710	0.3039	0.6645	0.969143	0.271654	0.645833	-0.9459	-0.0322	-0.0187	-0.107443	4.39893
15	Harris, Devin	UTA	689.9167	1323	1333	1396	1436	105.518	107.727	-2.20917	217	232	454	497	0.303922	0.661808	669.0833	1267	1261	1289	1288	101.736	102.141	-0.4048	283	230	458	417	0.4043	0.6657	-2.20917	0.303922	0.661808	-1.8044	-0.1004	-0.0039	1.25241	4.26552
16	Barbosa, Leandro	TOR	603.6167	1152	1140	1104	1192	95.8333	104.561	-8.72807	193	225	401	418	0.315876	0.640575	707.3833	1306	1319	1298	1360	99.3874	103.108	-3.721	206	242	478	505	0.2897	0.6639	-8.72807	0.315876	0.640575	-5.0071	0.0262	-0.0233	-2.78816	3.6334
17	Diop, DeSagana	CHA	206.3000	382	377	328	380	85.8639	100.796	-14.9319	100	70	147	158	0.387597	0.677419	1190.7000	2284	2286	2192	2539	95.972	111.067	-15.0954	364	405	797	872	0.2945	0.6631	-14.9319	0.387597	0.677419	0.1635	0.0931	0.0143	NULL	NULL
21	Martin, Kenyon	LAC	167.3833	298	297	308	289	103.356	97.3064	6.04931	78	58	117	100	0.438202	0.668571	1239.6167	2340	2340	2527	2465	107.992	105.342	2.6496	470	429	846	838	0.3593	0.6635	6.04931	0.438202	0.668571	3.3997	0.0789	0.0051	3.90725	4.14991
23	Camby, Marcus	POR	679.2833	1280	1297	1369	1301	106.953	100.308	6.64472	231	222	467	456	0.336245	0.677794	828.7167	1643	1606	1652	1586	100.548	98.7547	1.7931	242	297	566	618	0.2814	0.6559	6.64472	0.336245	0.677794	4.8516	0.0548	0.0219	-1.26824	3.61367
24	Ginobili, Manu	SAS	178.8333	349	348	398	357	114.04	102.586	11.4539	68	69	124	116	0.369565	0.642487	1280.9500	2432	2431	2558	2466	105.181	101.44	3.7412	395	367	911	907	0.3034	0.7128	11.4539	0.369565	0.642487	7.7127	0.0662	-0.0703	8.68652	3.98661
25	Anthony, Carmelo	NYK	719.5000	1405	1398	1442	1413	102.633	101.073	1.56049	251	258	482	499	0.334667	0.651351	730.5000	1432	1447	1409	1406	98.3939	97.1666	1.2273	246	220	512	530	0.317	0.6995	1.56049	0.334667	0.651351	0.3332	0.0177	-0.0481	-0.170741	3.30782
26	Duncan, Tim	SAS	809.7833	1542	1521	1589	1511	103.048	99.3425	3.70545	268	240	593	596	0.310185	0.711885	650.0000	1239	1258	1367	1312	110.331	104.293	6.0384	195	196	442	427	0.3135	0.6928	3.70545	0.310185	0.711885	-2.3329	-0.0033	0.0191	5.78496	4.51816
30	Parker, Tony	SAS	1033.8333	1977	1966	2107	1965	106.576	99.9491	6.62648	328	307	735	737	0.307981	0.705374	425.9500	804	813	849	858	105.597	105.535	0.062	135	129	300	286	0.3207	0.6993	6.62648	0.307981	0.705374	6.5645	-0.0127	0.0061	5.85478	4.19051
31	Miller, Andre	DEN	861.6833	1701	1700	1848	1712	108.642	100.706	7.93609	266	282	614	577	0.31554	0.685268	598.3167	1212	1212	1234	1276	101.815	105.281	-3.4653	215	178	432	430	0.3333	0.7082	7.93609	0.31554	0.685268	11.4014	-0.0178	-0.0229	6.20894	3.11563
34	Hilario, Nene	DEN	673.9833	1340	1327	1397	1357	104.254	102.261	1.99299	193	187	492	491	0.282164	0.724595	786.0167	1573	1585	1685	1631	107.12	102.902	4.2179	288	273	554	516	0.3582	0.6699	1.99299	0.282164	0.724595	-2.2249	-0.076	0.0547	3.80263	3.66937
36	Najera, Eduardo	CHA	33.9167	61	61	55	72	90.1639	118.033	-27.8689	5	13	19	28	0.151515	0.59375	1363.0833	2605	2602	2465	2847	94.6257	109.416	-14.7901	459	462	925	1002	0.3142	0.6669	-27.8689	0.151515	0.59375	-13.0788	-0.1627	-0.0731	NULL	NULL
40	Mohammed, Nazr	OKC	354.8500	673	686	773	710	114.859	103.499	11.3603	98	130	255	201	0.327759	0.662338	1042.1500	2056	2053	2190	2088	106.518	101.705	4.8127	340	379	772	682	0.3327	0.6707	11.3603	0.327759	0.662338	6.5476	-0.0049	-0.0084	-1.22796	3.81717
42	Elson, Francisco	PHI	13.3167	24	24	18	29	75	120.833	-45.8333	2	4	9	12	0.142857	0.692308	1431.6833	2680	2688	2835	2576	105.784	95.8333	9.9502	436	484	1054	1049	0.2936	0.6853	-45.8333	0.142857	0.692308	-55.7835	-0.1507	0.007	NULL	NULL
45	Redd, Michael	PHX	266.3000	518	520	496	569	95.7529	109.423	-13.6702	87	80	175	207	0.295918	0.686275	1173.7000	2256	2262	2324	2355	103.014	104.111	-1.0972	345	399	818	821	0.2959	0.6721	-13.6702	0.295918	0.686275	-12.573	0	0.0142	NULL	NULL
47	Ford, T.J.	SAS	155.1000	300	306	328	306	109.333	100	9.33333	44	43	122	98	0.309859	0.739394	1304.6833	2481	2473	2628	2517	105.925	101.779	4.1458	419	393	913	925	0.3118	0.6991	9.33333	0.309859	0.739394	5.1875	-0.0019	0.0403	3.95131	5.21752
49	Bogut, Andrew	MIL	363.7167	695	694	685	667	98.5611	96.1095	2.45164	98	128	255	269	0.26703	0.665796	1033.2833	2011	1999	2057	2140	102.287	107.053	-4.7661	385	380	671	745	0.3407	0.6384	2.45164	0.26703	0.665796	7.2177	-0.0737	0.0274	10.0583	3.87919
51	Magloire, Jamaal	TOR	245.8667	448	454	462	450	103.125	99.1189	4.00606	63	82	180	162	0.28	0.687023	1065.1333	2010	2005	1940	2102	96.5174	104.838	-8.3205	336	385	699	761	0.3063	0.6448	4.00606	0.28	0.687023	12.3266	-0.0263	0.0422	NULL	NULL
52	Iguodala, Andre	PHI	1045.5167	1951	1967	2020	1846	103.537	93.8485	9.68815	319	380	780	787	0.288427	0.672414	399.4833	753	745	833	759	110.624	101.879	8.745	119	108	283	274	0.3028	0.7238	9.68815	0.288427	0.672414	0.9431	-0.0144	-0.0514	3.55444	3.78425
54	Korver, Kyle	CHI	712.2000	1335	1311	1434	1271	107.416	96.9489	10.4668	296	260	515	468	0.387435	0.664516	775.8000	1465	1491	1555	1453	106.143	97.4514	8.692	285	252	572	497	0.3645	0.6942	10.4668	0.387435	0.664516	1.7748	0.0229	-0.0297	3.15981	3.61206
55	Williams, Mo	LAC	744.3167	1406	1408	1502	1526	106.828	108.381	-1.5528	302	251	478	487	0.382763	0.655693	662.6833	1232	1229	1333	1228	108.198	99.9186	8.2794	246	236	485	451	0.3529	0.6727	-1.5528	0.382763	0.655693	-9.8322	0.0299	-0.017	-7.8745	3.28439
59	Salmons, John	SAC	826.4833	1607	1612	1541	1743	95.893	108.127	-12.2336	309	290	554	622	0.331901	0.656398	618.5167	1221	1222	1252	1306	102.539	106.874	-4.3351	269	220	405	453	0.3726	0.648	-12.2336	0.331901	0.656398	-7.8985	-0.0407	0.0084	-7.13118	3.13819
65	Miller, Brad	MIN	34.8833	68	63	65	60	95.5882	95.2381	0.35014	16	14	23	27	0.372093	0.621622	1405.1167	2761	2769	2825	2794	102.318	100.903	1.4151	509	477	1028	979	0.3421	0.6831	0.35014	0.372093	0.621622	-1.065	0.03	-0.0615	NULL	NULL
68	Bibby, Mike	NYK	292.3500	567	574	509	598	89.7707	104.181	-14.4105	85	80	188	243	0.259146	0.701493	1157.6500	2270	2271	2342	2221	103.172	97.7983	5.3735	412	398	806	786	0.3439	0.6694	-14.4105	0.259146	0.701493	-19.784	-0.0848	0.0321	-13.0577	3.22407
69	West, David	IND	859.3833	1642	1650	1703	1659	103.715	100.545	3.16953	297	322	633	608	0.328177	0.662827	537.2833	1020	1015	1012	1025	99.2157	100.985	-1.7695	204	194	340	374	0.3529	0.6367	3.16953	0.328177	0.662827	4.939	-0.0247	0.0261	3.3406	3.61523
70	Paul, Chris	LAC	861.8500	1609	1590	1828	1662	113.611	104.528	9.08264	314	284	586	548	0.364269	0.673563	545.1500	1029	1047	1007	1092	97.862	104.298	-6.436	234	203	377	390	0.375	0.65	9.08264	0.364269	0.673563	15.5186	-0.0107	0.0236	11.8175	3.37109
73	Andersen, Chris	DEN	318.9667	630	647	659	661	104.603	102.164	2.43934	120	120	228	211	0.362538	0.655172	1141.0333	2283	2265	2423	2327	106.132	102.737	3.395	361	340	818	796	0.312	0.7064	2.43934	0.362538	0.655172	-0.9557	0.0505	-0.0512	-4.71272	4.40058
76	Butler, Rasual	TOR	396.0500	752	757	702	780	93.3511	103.038	-9.68725	107	145	278	302	0.261614	0.65721	914.9500	1706	1702	1700	1772	99.6483	104.113	-4.4645	292	322	601	621	0.3198	0.6511	-9.68725	0.261614	0.65721	-5.2227	-0.0582	0.0061	-2.59688	3.77756
77	Martin, Kevin	HOU	934.0500	1828	1821	1888	1910	103.282	104.887	-1.60515	317	330	635	658	0.325128	0.658031	568.9500	1083	1084	1137	1086	104.986	100.185	4.8016	203	179	387	359	0.3612	0.6837	-1.60515	0.325128	0.658031	-6.4067	-0.0361	-0.0257	-7.2851	4.07261
80	Garcia, Francisco	SAC	312.7333	621	618	573	637	92.2705	103.074	-10.8039	118	103	212	256	0.315508	0.673016	1132.2667	2207	2216	2220	2412	100.589	108.845	-8.2557	460	407	747	819	0.3597	0.6473	-10.8039	0.315508	0.673016	-2.5482	-0.0442	0.0257	-2.81481	3.69776
83	Bass, Brandon	BOS	692.9833	1265	1273	1284	1261	101.502	99.0573	2.44463	201	243	466	444	0.311628	0.657264	655.6833	1226	1221	1217	1200	99.2659	98.2801	0.9858	178	224	443	451	0.283	0.6642	2.44463	0.311628	0.657264	1.4588	0.0286	-0.0069	-2.15712	3.17322
85	Price, Ronnie	PHX	418.0167	801	818	796	833	99.3758	101.834	-2.45796	139	140	285	287	0.326291	0.670588	1021.9833	1973	1964	2024	2091	102.585	106.466	-3.8815	293	339	708	741	0.2834	0.6762	-2.45796	0.326291	0.670588	1.4235	0.0429	-0.0056	4.74846	4.15258
86	Johnson, Joe	ATL	976.5833	1850	1843	1889	1857	102.108	100.76	1.34848	305	301	694	713	0.299607	0.697487	349.4167	637	650	664	645	104.239	99.2308	5.0078	118	111	236	231	0.3381	0.6801	1.34848	0.299607	0.697487	-3.6593	-0.0385	0.0174	-1.20829	4.4208
87	Davis, Baron	NYK	0.0000	0	0	0	0	NULL	NULL	NULL	0	0	0	0	NULL	NULL	1450.0000	2837	2845	2851	2819	100.493	99.0861	1.40736	497	478	994	1029	0.325688	0.675272	NULL	NULL	NULL	NULL	NULL	NULL	1.75698	5.20954
88	Pachulia, Zaza	ATL	649.4000	1205	1204	1238	1237	102.739	102.741	-0.0022745	206	185	461	450	0.314024	0.713622	676.6000	1282	1289	1315	1265	102.574	98.1381	4.436	217	227	469	494	0.3052	0.6739	-0.0022745	0.314024	0.713622	-4.4383	0.0088	0.0397	-3.12485	3.63857
89	Murphy, Troy	LAL	510.3667	941	952	998	970	106.057	101.891	4.16663	154	178	383	331	0.317526	0.682709	939.6333	1788	1772	1795	1752	100.392	98.8713	1.5202	339	330	722	627	0.3509	0.6863	4.16663	0.317526	0.682709	2.6464	-0.0334	-0.0036	1.66761	3.94086
90	Richardson, Jason	ORL	745.9833	1401	1401	1489	1430	106.281	102.07	4.21128	277	237	539	513	0.350633	0.694588	756.8000	1399	1398	1412	1395	100.929	99.7854	1.1438	263	222	544	533	0.3304	0.7102	4.21128	0.350633	0.694588	3.0675	0.0202	-0.0156	-2.52793	3.53165
91	Childress, Josh	PHX	257.2833	480	489	447	545	93.125	111.452	-18.3269	99	83	147	181	0.353571	0.63913	1182.7167	2294	2293	2373	2379	103.444	103.751	-0.3068	333	396	846	847	0.2822	0.6812	-18.3269	0.353571	0.63913	-18.0201	0.0714	-0.0421	-7.37081	4.53208
92	Dunleavy, Mike	MIL	465.7333	913	905	940	896	102.957	99.0055	3.95176	184	180	330	342	0.34981	0.647059	931.2667	1793	1788	1802	1911	100.502	106.879	-6.3772	299	328	596	672	0.3079	0.645	3.95176	0.34981	0.647059	10.329	0.0419	0.0021	2.05125	3.47352
94	Smith, Josh	ATL	948.3833	1791	1794	1851	1795	103.35	100.056	3.29434	301	283	677	683	0.305894	0.705208	377.6167	696	699	702	707	100.862	101.145	-0.2824	122	129	253	261	0.3185	0.6623	3.29434	0.305894	0.705208	3.5767	-0.0126	0.0429	11.8722	4.07479
95	Harrington, Al	DEN	799.8833	1594	1586	1693	1614	106.211	101.765	4.44534	272	250	555	570	0.32304	0.689441	660.1167	1319	1326	1389	1374	105.307	103.62	1.6871	209	210	491	437	0.3235	0.7004	4.44534	0.32304	0.689441	2.7582	-0.0005	-0.011	0.664481	3.33107
97	Williams, Marvin	ATL	606.5667	1135	1138	1148	1176	101.145	103.339	-2.19382	205	182	424	454	0.311077	0.69967	719.4333	1352	1355	1405	1326	103.92	97.8598	6.0603	218	230	506	490	0.3079	0.6875	-2.19382	0.311077	0.69967	-8.2541	0.0032	0.0122	-4.24935	3.49533
98	Pietrus, Mickael	BOS	407.2667	763	766	748	731	98.0341	95.4308	2.60327	122	138	288	270	0.311224	0.676056	941.4000	1728	1728	1753	1730	101.447	100.116	1.331	257	329	621	625	0.2914	0.6537	2.60327	0.311224	0.676056	1.2723	0.0198	0.0224	2.60879	3.73641
101	Biedrins, Andris	GSW	433.6833	827	826	858	883	103.748	106.901	-3.15224	126	153	288	313	0.287016	0.653061	920.3167	1807	1810	1908	1937	105.589	107.017	-1.4272	288	373	597	643	0.3093	0.6155	-3.15224	0.287016	0.653061	-1.725	-0.0223	0.0376	-0.580967	4.30053
103	Fisher, Derek	LAL	770.4000	1480	1461	1505	1464	101.689	100.205	1.48385	261	258	589	520	0.334187	0.695396	679.6000	1249	1263	1288	1258	103.122	99.6041	3.5184	232	250	516	438	0.3463	0.6736	1.48385	0.334187	0.695396	-2.0345	-0.0121	0.0218	-4.30769	5.43936
109	Ivey, Royal	OKC	57.3333	110	109	110	107	100	98.1651	1.83486	26	24	36	34	0.433333	0.6	1339.6667	2619	2630	2853	2691	108.935	102.319	6.6153	412	485	991	849	0.3267	0.6714	1.83486	0.433333	0.6	-4.7804	0.1066	-0.0714	NULL	NULL
110	Hinrich, Kirk	ATL	198.2000	376	375	385	403	102.394	107.467	-5.07305	54	57	140	146	0.27	0.71066	1127.8000	2111	2118	2168	2099	102.7	99.1029	3.5972	369	355	790	798	0.3162	0.69	-5.07305	0.27	0.71066	-8.6702	-0.0462	0.0207	-9.9312	3.55901
111	Wallace, Gerald	POR	1083.4167	2093	2088	2165	1999	103.44	95.7375	7.70249	337	365	772	776	0.302785	0.67898	424.5833	830	815	856	888	103.132	108.957	-5.8245	136	154	261	298	0.3134	0.6289	7.70249	0.302785	0.67898	13.527	-0.0106	0.0501	8.47748	2.95001
112	Nocioni, Andres	PHI	43.2500	82	84	77	84	93.9024	100	-6.09756	18	15	35	32	0.36	0.7	1401.7500	2622	2628	2776	2521	105.873	95.9285	9.9449	420	473	1028	1029	0.2899	0.6849	-6.09756	0.36	0.7	-16.0425	0.0701	0.0151	NULL	NULL
113	Duhon, Chris	ORL	647.4000	1188	1207	1225	1170	103.114	96.9345	6.17993	217	196	483	448	0.326316	0.71134	855.3833	1612	1592	1676	1655	103.97	103.957	0.0129	323	263	600	598	0.3507	0.6952	6.17993	0.326316	0.71134	6.167	-0.0244	0.0161	7.88392	4.88868
117	Okafor, Emeka	NOH	750.4167	1388	1390	1349	1462	97.1902	105.18	-7.98965	236	220	504	526	0.309711	0.696133	646.5833	1190	1186	1198	1218	100.672	102.698	-2.0259	225	213	423	398	0.3612	0.6651	-7.98965	0.309711	0.696133	-5.9638	-0.0515	0.031	2.12988	3.92528
118	Chandler, Tyson	NYK	1008.2833	1975	1983	1974	2001	99.9494	100.908	-0.958349	362	327	704	717	0.335496	0.682832	441.7167	862	862	877	818	101.74	94.8956	6.8445	135	151	290	312	0.302	0.6576	-0.958349	0.335496	0.682832	-7.8028	0.0335	0.0252	1.84334	3.56031
119	Gordon, Ben	DET	583.2833	1092	1084	1072	1181	98.1685	108.948	-10.7798	194	173	348	373	0.342152	0.667946	813.7167	1505	1510	1459	1606	96.9435	106.358	-9.4141	293	232	520	565	0.3415	0.6915	-10.7798	0.342152	0.667946	-1.3657	0.0007	-0.0236	4.16925	3.74848
122	Deng, Luol	CHI	958.1333	1805	1800	1935	1703	107.202	94.6111	12.5911	359	309	722	609	0.370868	0.700291	529.8667	995	1002	1054	1021	105.93	101.896	4.0334	222	203	365	356	0.3841	0.6426	12.5911	0.370868	0.700291	8.5577	-0.0132	0.0577	9.90655	3.75362
126	Felton, Raymond	POR	984.8000	1880	1866	2002	1869	106.489	100.161	6.32859	311	331	668	678	0.314459	0.668669	523.2000	1043	1037	1019	1018	97.6989	98.1678	-0.4688	162	188	365	396	0.2903	0.66	6.32859	0.314459	0.668669	6.7974	0.0242	0.0087	-1.55061	3.12676
128	Carroll, Matt	CHA	316.8833	601	602	582	634	96.8386	105.316	-8.47701	119	115	209	223	0.347953	0.645062	1080.1167	2065	2061	1938	2285	93.8499	110.868	-17.0186	345	360	735	807	0.2995	0.6712	-8.47701	0.347953	0.645062	8.5416	0.0485	-0.0261	4.32477	4.70299
132	Okur, Mehmet	NJN	301.1000	538	533	533	622	99.0706	116.698	-17.6273	110	103	184	201	0.353698	0.641115	370.9000	683	682	739	734	108.199	107.625	0.5745	137	160	247	237	0.3663	0.6069	-17.6273	0.353698	0.641115	-18.2018	-0.0126	0.0342	-16.3895	5.64512
139	Williams, Deron	NJN	473.6833	869	858	932	942	107.25	109.79	-2.5405	182	187	310	308	0.371429	0.623742	198.3167	352	357	340	414	96.5909	115.966	-19.3755	65	76	121	130	0.3333	0.6142	-2.5405	0.371429	0.623742	16.835	0.0381	0.0095	3.44283	4.11332
141	Humphries, Kris	NJN	418.3000	769	767	852	815	110.793	106.258	4.53509	149	160	293	263	0.36165	0.646799	253.7000	452	448	420	541	92.9204	120.759	-27.8386	98	103	138	175	0.359	0.5726	4.53509	0.36165	0.646799	32.3737	0.0027	0.0742	15.9312	4.28911
143	O'Neal, Jermaine	BOS	509.9167	924	931	926	899	100.216	96.5628	3.65361	152	154	347	339	0.309572	0.692615	838.7500	1567	1563	1575	1562	100.51	99.936	0.5745	227	313	562	556	0.2899	0.6423	3.65361	0.309572	0.692615	3.0791	0.0197	0.0503	-4.77548	3.92007
144	Battie, Tony	PHI	173.3167	322	323	324	285	100.621	88.2353	12.3858	49	50	141	134	0.26776	0.73822	1271.6833	2382	2389	2529	2320	106.171	97.1118	9.0595	389	438	922	927	0.2956	0.6779	12.3858	0.26776	0.73822	3.3263	-0.0278	0.0603	NULL	NULL
145	World Peace, Metta	LAL	657.8167	1224	1228	1202	1198	98.2026	97.557	0.645611	230	248	492	452	0.337243	0.664865	792.1833	1505	1496	1591	1524	105.714	101.872	3.8426	263	260	613	506	0.342	0.7022	0.645611	0.337243	0.664865	-3.197	-0.0048	-0.0373	-1.72917	3.92141
147	Jackson, Stephen	MIL	670.9000	1307	1298	1306	1376	99.9235	106.009	-6.08576	240	248	426	482	0.33241	0.632047	726.1000	1399	1395	1436	1431	102.645	102.581	0.0641	243	260	500	532	0.3135	0.6579	-6.08576	0.33241	0.632047	-6.1499	0.0189	-0.0259	-10.0077	3.19603
148	Stevenson, DeShawn	NJN	242.5833	432	443	438	477	101.389	107.675	-6.28605	83	101	164	170	0.328063	0.618868	429.4167	789	772	834	879	105.703	113.86	-8.1567	164	162	267	268	0.3796	0.6224	-6.28605	0.328063	0.618868	1.8706	-0.0515	-0.0035	-7.99898	3.83565
149	Howard, Dwight	ORL	1187.4667	2218	2199	2322	2183	104.689	99.2724	5.41651	435	363	878	810	0.349398	0.707494	315.3167	582	600	579	642	99.4845	107	-7.5155	105	96	205	236	0.3079	0.6811	5.41651	0.349398	0.707494	12.932	0.0415	0.0264	5.33439	4.28299
151	Turkoglu, Hedo	ORL	897.3833	1678	1676	1800	1716	107.271	102.387	4.88393	350	287	644	595	0.37037	0.691729	605.4000	1122	1123	1101	1109	98.1283	98.7533	-0.625	190	172	439	451	0.2964	0.7185	4.88393	0.37037	0.691729	5.5089	0.074	-0.0268	-3.45372	3.65095
152	Tinsley, Jamaal	UTA	81.8167	157	161	180	180	114.65	111.801	2.84844	31	37	58	40	0.43662	0.610526	1277.1833	2433	2433	2505	2544	102.959	104.562	-1.603	469	425	854	874	0.3492	0.6677	2.84844	0.43662	0.610526	4.4514	0.0874	-0.0572	NULL	NULL
155	Granger, Danny	IND	910.8667	1747	1752	1824	1724	104.408	98.4018	6.00573	325	337	664	630	0.340314	0.663337	485.8000	915	913	891	960	97.377	105.148	-7.7708	176	179	309	352	0.3333	0.6332	6.00573	0.340314	0.663337	13.7765	0.007	0.0301	4.79236	4.74926
158	Nelson, Jameer	ORL	745.8167	1407	1392	1519	1427	107.96	102.514	5.44583	276	217	539	515	0.348925	0.712963	756.9667	1393	1407	1382	1398	99.2103	99.3603	-0.15	264	242	544	531	0.3321	0.6921	5.44583	0.348925	0.712963	5.5958	0.0168	0.0209	7.61074	4.88677
163	Evans, Reggie	LAC	368.8167	671	676	691	750	102.981	110.947	-7.96612	154	95	226	234	0.396907	0.70405	1038.1833	1967	1961	2144	2004	108.998	102.193	6.8057	394	392	737	704	0.3588	0.6528	-7.96612	0.396907	0.70405	-14.7718	0.0381	0.0512	-7.4286	4.1313
164	Kaman, Chris	NOH	554.7167	1026	1017	994	1013	96.8811	99.6067	-2.72559	195	178	373	358	0.352622	0.676951	842.2833	1552	1559	1553	1667	100.064	106.927	-6.8631	266	255	554	566	0.3197	0.6848	-2.72559	0.352622	0.676951	4.1375	0.0329	-0.0078	3.75608	3.81503
166	Allen, Ray	BOS	811.1167	1505	1497	1555	1511	103.322	100.935	2.38706	231	261	553	530	0.303548	0.679361	537.5500	986	997	946	950	95.9432	95.2859	0.6573	148	206	356	365	0.2885	0.6335	2.38706	0.303548	0.679361	1.7298	0.015	0.0459	1.65542	4.01585
167	Brand, Elton	PHI	768.4500	1429	1429	1463	1355	102.379	94.8216	7.55773	215	264	576	584	0.269086	0.685714	676.5500	1275	1283	1390	1250	109.02	97.4279	11.5917	223	224	487	477	0.3186	0.685	7.55773	0.269086	0.685714	-4.034	-0.0495	0.0007	-0.938726	4.09682
168	Petro, Johan	NJN	179.4333	327	317	315	342	96.3303	107.886	-11.5562	61	83	115	121	0.335165	0.580808	492.5667	894	898	957	1014	107.047	112.918	-5.8706	186	180	316	317	0.3698	0.6371	-11.5562	0.335165	0.580808	-5.6856	-0.0346	-0.0563	-8.59729	5.45363
170	Lewis, Rashard	WAS	637.0833	1266	1249	1217	1352	96.1295	108.247	-12.1171	222	245	423	474	0.318966	0.633234	807.9167	1562	1560	1531	1650	98.0154	105.769	-7.7539	292	314	531	580	0.3349	0.6284	-12.1171	0.318966	0.633234	-4.3632	-0.0159	0.0048	-4.90198	3.35076
172	Collison, Nick	OKC	597.2500	1136	1149	1322	1197	116.373	104.178	12.1957	178	229	420	364	0.328413	0.647149	799.7500	1593	1590	1641	1601	103.013	100.692	2.3214	260	280	607	519	0.3338	0.6843	12.1957	0.328413	0.647149	9.8743	-0.0054	-0.0372	8.81959	3.92476
173	Ridnour, Luke	MIN	883.3500	1714	1716	1731	1777	100.992	103.555	-2.56295	327	289	612	619	0.345666	0.679245	556.6500	1115	1116	1159	1077	103.946	96.5054	7.4408	198	202	439	387	0.3385	0.6849	-2.56295	0.345666	0.679245	-10.0037	0.0072	-0.0057	-8.7717	3.6832
