League	Year	GameDate	GameID	BoxScoreURL	PlayByPlayURL	HomeNameFull	HomeName3	AwayNameFull	AwayName3	HaveBoxScore	HavePlayByPlay	AnalyzedPlayByPlay
NBA	2011-2012	2011-12-27	20111227UTALAL	http://www.nba.com/games/20111227/UTALAL/boxscore.html	http://www.nba.com/games/20111227/UTALAL/gameinfo.html	Los Angeles Lakers	LAL	Utah Jazz	UTA	NULL	2011-12-28 22:25:21	2011-12-28 22:25:21
NBA	2011-2012	2011-12-28	20111228BOSNOH	http://www.nba.com/games/20111228/BOSNOH/boxscore.html	http://www.nba.com/games/20111228/BOSNOH/gameinfo.html	New Orleans Hornets	NOH	Boston Celtics	BOS	NULL	2011-12-28 23:00:31	2011-12-28 23:00:31
NBA	2011-2012	2011-12-28	20111228CLEDET	http://www.nba.com/games/20111228/CLEDET/boxscore.html	http://www.nba.com/games/20111228/CLEDET/gameinfo.html	Detroit Pistons	DET	Cleveland Cavaliers	CLE	NULL	2011-12-28 23:02:32	2011-12-28 23:02:32
NBA	2011-2012	2011-12-28	20111228INDTOR	http://www.nba.com/games/20111228/INDTOR/boxscore.html	http://www.nba.com/games/20111228/INDTOR/gameinfo.html	Toronto Raptors	TOR	Indianapolis Pacers	IND	NULL	2011-12-28 23:10:12	2011-12-28 23:10:12
NBA	2011-2012	2011-12-28	20111228LACSAS	http://www.nba.com/games/20111228/LACSAS/boxscore.html	http://www.nba.com/games/20111228/LACSAS/gameinfo.html	San Antonio Spurs	SAS	Los Angeles Clippers	LAC	NULL	2011-12-28 23:17:42	2011-12-28 23:17:42
NBA	2011-2012	2011-12-28	20111228MIACHA	http://www.nba.com/games/20111228/MIACHA/boxscore.html	http://www.nba.com/games/20111228/MIACHA/gameinfo.html	Charlotte Bobcats	CHA	Miami Heat	MIA	NULL	2011-12-28 23:11:31	2011-12-28 23:11:31
NBA	2011-2012	2011-12-28	20111228NYKGSW	http://www.nba.com/games/20111228/NYKGSW/boxscore.html	http://www.nba.com/games/20111228/NYKGSW/gameinfo.html	Golden State Warriors	GSW	New York Knicks	NYK	NULL	2011-12-30 20:17:10	2011-12-30 20:17:10
NBA	2011-2012	2011-12-28	20111228OKCMEM	http://www.nba.com/games/20111228/OKCMEM/boxscore.html	http://www.nba.com/games/20111228/OKCMEM/gameinfo.html	Memphis Grizzlies	MEM	Oklahoma City Thunder	OKC	NULL	2011-12-28 23:12:45	2011-12-28 23:12:45
NBA	2011-2012	2011-12-28	20111228PHIPHX	http://www.nba.com/games/20111228/PHIPHX/boxscore.html	http://www.nba.com/games/20111228/PHIPHX/gameinfo.html	Phoenix Suns	PHX	Philadelphia 76ers	PHI	NULL	2011-12-28 23:18:41	2011-12-28 23:18:41
NBA	2011-2012	2011-12-28	20111228UTADEN	http://www.nba.com/games/20111228/UTADEN/boxscore.html	http://www.nba.com/games/20111228/UTADEN/gameinfo.html	Denver Nuggets	DEN	Utah Jazz	UTA	NULL	2011-12-30 09:07:32	2011-12-30 09:07:32
NBA	2011-2012	2011-12-28	20111228WASATL	http://www.nba.com/games/20111228/WASATL/boxscore.html	http://www.nba.com/games/20111228/WASATL/gameinfo.html	Atlanta Hawks	ATL	Washington Wizards	WAS	NULL	2011-12-28 23:14:07	2011-12-28 23:14:07
NBA	2011-2012	2011-12-29	20111229CHISAC	http://www.nba.com/games/20111229/CHISAC/boxscore.html	http://www.nba.com/games/20111229/CHISAC/gameinfo.html	Sacramento Kings	SAC	Chicago Bulls	CHI	NULL	2011-12-30 20:37:52	2011-12-30 20:37:52
NBA	2011-2012	2011-12-29	20111229DALOKC	http://www.nba.com/games/20111229/DALOKC/boxscore.html	http://www.nba.com/games/20111229/DALOKC/gameinfo.html	Oklahoma City Thunder	OKC	Dallas Maverics	DAL	NULL	2011-12-30 20:38:15	2011-12-30 20:38:15
NBA	2011-2012	2011-12-29	20111229DENPOR	http://www.nba.com/games/20111229/DENPOR/boxscore.html	http://www.nba.com/games/20111229/DENPOR/gameinfo.html	Portland Trailblazers	POR	Denver Nuggets	DEN	NULL	2011-12-30 20:39:15	2011-12-30 20:39:15
NBA	2011-2012	2011-12-29	20111229NJNORL	http://www.nba.com/games/20111229/NJNORL/boxscore.html	http://www.nba.com/games/20111229/NJNORL/gameinfo.html	Orlando Magic	ORL	New Jersey Nets	NJN	NULL	2011-12-30 20:51:00	2011-12-30 20:51:00
NBA	2011-2012	2011-12-29	20111229NYKLAL	http://www.nba.com/games/20111229/NYKLAL/boxscore.html	http://www.nba.com/games/20111229/NYKLAL/gameinfo.html	Los Angeles Lakers	LAL	New York Knicks	NYK	NULL	2011-12-30 20:52:10	2011-12-30 20:52:10
NBA	2011-2012	2011-12-29	20111229SASHOU	http://www.nba.com/games/20111229/SASHOU/boxscore.html	http://www.nba.com/games/20111229/SASHOU/gameinfo.html	Houston Rockets	HOU	San Antonio Spurs	SAS	NULL	2011-12-30 20:52:50	2011-12-30 20:52:50
NBA	2011-2012	2011-12-30	20111230CHILAC	http://www.nba.com/games/20111230/CHILAC/boxscore.html	http://www.nba.com/games/20111230/CHILAC/gameinfo.html	Los Angeles Clippers	LAC	Chicago Bulls	CHI	NULL	2011-12-31 09:37:23	2011-12-31 09:37:23
NBA	2011-2012	2011-12-30	20111230CLEIND	http://www.nba.com/games/20111230/CLEIND/boxscore.html	http://www.nba.com/games/20111230/CLEIND/gameinfo.html	Indianapolis Pacers	IND	Cleveland Cavaliers	CLE	NULL	2011-12-30 23:36:36	2011-12-30 23:36:36
NBA	2011-2012	2011-12-30	20111230DETBOS	http://www.nba.com/games/20111230/DETBOS/boxscore.html	http://www.nba.com/games/20111230/DETBOS/gameinfo.html	Boston Celtics	BOS	Detroit Pistons	DET	NULL	2011-12-30 23:37:47	2011-12-30 23:37:47
NBA	2011-2012	2011-12-30	20111230HOUMEM	http://www.nba.com/games/20111230/HOUMEM/boxscore.html	http://www.nba.com/games/20111230/HOUMEM/gameinfo.html	Memphis Grizzlies	MEM	Houston Rockets	HOU	NULL	2011-12-30 23:37:56	2011-12-30 23:37:56
NBA	2011-2012	2011-12-30	20111230MIAMIN	http://www.nba.com/games/20111230/MIAMIN/boxscore.html	http://www.nba.com/games/20111230/MIAMIN/gameinfo.html	Minnesota Timberwolves	MIN	Miami Heat	MIA	NULL	2011-12-30 23:38:42	2011-12-30 23:38:42
NBA	2011-2012	2011-12-30	20111230NJNATL	http://www.nba.com/games/20111230/NJNATL/boxscore.html	http://www.nba.com/games/20111230/NJNATL/gameinfo.html	Atlanta Hawks	ATL	New Jersey Nets	NJN	NULL	2012-01-02 23:09:18	2012-01-02 23:09:18
NBA	2011-2012	2011-12-30	20111230ORLCHA	http://www.nba.com/games/20111230/ORLCHA/boxscore.html	http://www.nba.com/games/20111230/ORLCHA/gameinfo.html	Charlotte Bobcats	CHA	Orlando Magic	ORL	NULL	2011-12-30 23:43:45	2011-12-30 23:43:45
NBA	2011-2012	2011-12-30	20111230PHIUTA	http://www.nba.com/games/20111230/PHIUTA/boxscore.html	http://www.nba.com/games/20111230/PHIUTA/gameinfo.html	Utah Jazz	UTA	Philadelphia 76ers	PHI	NULL	2011-12-30 23:44:45	2011-12-30 23:44:45
NBA	2011-2012	2011-12-30	20111230PHXNOH	http://www.nba.com/games/20111230/PHXNOH/boxscore.html	http://www.nba.com/games/20111230/PHXNOH/gameinfo.html	New Orleans Hornets	NOH	Phoenix Suns	PHX	NULL	2011-12-30 23:46:44	2011-12-30 23:46:44
NBA	2011-2012	2011-12-30	20111230TORDAL	http://www.nba.com/games/20111230/TORDAL/boxscore.html	http://www.nba.com/games/20111230/TORDAL/gameinfo.html	Dallas Maverics	DAL	Toronto Raptors	TOR	NULL	2012-01-02 23:07:26	2012-01-02 23:07:26
NBA	2011-2012	2011-12-30	20111230WASMIL	http://www.nba.com/games/20111230/WASMIL/boxscore.html	http://www.nba.com/games/20111230/WASMIL/gameinfo.html	Milwaukee Bucks	MIL	Washington Wizards	WAS	NULL	2011-12-30 23:48:28	2011-12-30 23:48:28
NBA	2011-2012	2011-12-31	20111231ATLHOU	http://www.nba.com/games/20111231/ATLHOU/boxscore.html	http://www.nba.com/games/20111231/ATLHOU/gameinfo.html	Houston Rockets	HOU	Atlanta Hawks	ATL	NULL	2012-01-01 19:21:04	2012-01-01 19:21:04
NBA	2011-2012	2011-12-31	20111231DENLAL	http://www.nba.com/games/20111231/DENLAL/boxscore.html	http://www.nba.com/games/20111231/DENLAL/gameinfo.html	Los Angeles Lakers	LAL	Denver Nuggets	DEN	NULL	2012-01-01 20:10:26	2012-01-01 20:10:26
NBA	2011-2012	2011-12-31	20111231INDDET	http://www.nba.com/games/20111231/INDDET/boxscore.html	http://www.nba.com/games/20111231/INDDET/gameinfo.html	Detroit Pistons	DET	Indianapolis Pacers	IND	NULL	2012-01-01 20:10:49	2012-01-01 20:10:49
NBA	2011-2012	2011-12-31	20111231NYKSAC	http://www.nba.com/games/20111231/NYKSAC/boxscore.html	http://www.nba.com/games/20111231/NYKSAC/gameinfo.html	Sacramento Kings	SAC	New York Knicks	NYK	NULL	2012-01-01 20:11:30	2012-01-01 20:11:30
NBA	2011-2012	2011-12-31	20111231PHIGSW	http://www.nba.com/games/20111231/PHIGSW/boxscore.html	http://www.nba.com/games/20111231/PHIGSW/gameinfo.html	Golden State Warriors	GSW	Philadelphia 76ers	PHI	NULL	2012-01-01 20:13:43	2012-01-01 20:13:43
NBA	2011-2012	2011-12-31	20111231PHXOKC	http://www.nba.com/games/20111231/PHXOKC/boxscore.html	http://www.nba.com/games/20111231/PHXOKC/gameinfo.html	Oklahoma City Thunder	OKC	Phoenix Suns	PHX	NULL	2012-01-01 20:14:14	2012-01-01 20:14:14
NBA	2011-2012	2011-12-31	20111231UTASAS	http://www.nba.com/games/20111231/UTASAS/boxscore.html	http://www.nba.com/games/20111231/UTASAS/gameinfo.html	San Antonio Spurs	SAS	Utah Jazz	UTA	NULL	2012-01-01 20:14:39	2012-01-01 20:14:39
NBA	2011-2012	2012-01-01	20120101BOSWAS	http://www.nba.com/games/20120101/BOSWAS/boxscore.html	http://www.nba.com/games/20120101/BOSWAS/gameinfo.html	Washington Wizards	WAS	Boston Celtics	BOS	NULL	2012-01-01 22:57:04	2012-01-01 22:57:04
NBA	2011-2012	2012-01-01	20120101CHAMIA	http://www.nba.com/games/20120101/CHAMIA/boxscore.html	http://www.nba.com/games/20120101/CHAMIA/gameinfo.html	Miami Heat	MIA	Charlotte Bobcats	CHA	NULL	2012-01-01 22:59:19	2012-01-01 22:59:19
NBA	2011-2012	2012-01-01	20120101DALMIN	http://www.nba.com/games/20120101/DALMIN/boxscore.html	http://www.nba.com/games/20120101/DALMIN/gameinfo.html	Minnesota Timberwolves	MIN	Dallas Maverics	DAL	NULL	2012-01-01 22:57:07	2012-01-01 22:57:07
NBA	2011-2012	2012-01-01	20120101LALDEN	http://www.nba.com/games/20120101/LALDEN/boxscore.html	http://www.nba.com/games/20120101/LALDEN/gameinfo.html	Denver Nuggets	DEN	Los Angeles Lakers	LAL	NULL	2012-01-01 23:04:37	2012-01-01 23:04:37
NBA	2011-2012	2012-01-01	20120101MEMCHI	http://www.nba.com/games/20120101/MEMCHI/boxscore.html	http://www.nba.com/games/20120101/MEMCHI/gameinfo.html	Chicago Bulls	CHI	Memphis Grizzlies	MEM	NULL	2012-01-01 23:04:38	2012-01-01 23:04:38
NBA	2011-2012	2012-01-01	20120101NJNCLE	http://www.nba.com/games/20120101/NJNCLE/boxscore.html	http://www.nba.com/games/20120101/NJNCLE/gameinfo.html	Cleveland Cavaliers	CLE	New Jersey Nets	NJN	NULL	2012-01-02 23:24:15	2012-01-02 23:24:15
NBA	2011-2012	2012-01-01	20120101NOHSAC	http://www.nba.com/games/20120101/NOHSAC/boxscore.html	http://www.nba.com/games/20120101/NOHSAC/gameinfo.html	Sacramento Kings	SAC	New Orleans Hornets	NOH	NULL	2012-01-02 23:26:16	2012-01-02 23:26:16
NBA	2011-2012	2012-01-01	20120101PORLAC	http://www.nba.com/games/20120101/PORLAC/boxscore.html	http://www.nba.com/games/20120101/PORLAC/gameinfo.html	Los Angeles Clippers	LAC	Portland Trailblazers	POR	NULL	2012-01-02 23:28:59	2012-01-02 23:28:59
NBA	2011-2012	2012-01-01	20120101TORORL	http://www.nba.com/games/20120101/TORORL/boxscore.html	http://www.nba.com/games/20120101/TORORL/gameinfo.html	Orlando Magic	ORL	Toronto Raptors	TOR	NULL	2012-01-02 23:33:15	2012-01-02 23:33:15
NBA	2011-2012	2012-01-02	20120102ATLMIA	http://www.nba.com/games/20120102/ATLMIA/boxscore.html	http://www.nba.com/games/20120102/ATLMIA/gameinfo.html	Miami Heat	MIA	Atlanta Hawks	ATL	NULL	2012-01-02 23:35:30	2012-01-02 23:35:30
NBA	2011-2012	2012-01-02	20120102GSWPHX	http://www.nba.com/games/20120102/GSWPHX/boxscore.html	http://www.nba.com/games/20120102/GSWPHX/gameinfo.html	Phoenix Suns	PHX	Golden State Warriors	GSW	NULL	2012-01-02 23:37:18	2012-01-02 23:37:18
NBA	2011-2012	2012-01-02	20120102INDNJN	http://www.nba.com/games/20120102/INDNJN/boxscore.html	http://www.nba.com/games/20120102/INDNJN/gameinfo.html	New Jersey Nets	NJN	Indianapolis Pacers	IND	NULL	2012-01-10 15:22:27	2012-01-10 15:51:57
NBA	2011-2012	2012-01-02	20120102MILDEN	http://www.nba.com/games/20120102/MILDEN/boxscore.html	http://www.nba.com/games/20120102/MILDEN/gameinfo.html	Denver Nuggets	DEN	Milwaukee Bucks	MIL	NULL	2012-01-02 23:39:03	2012-01-02 23:39:03
NBA	2011-2012	2012-01-02	20120102NOHUTA	http://www.nba.com/games/20120102/NOHUTA/boxscore.html	http://www.nba.com/games/20120102/NOHUTA/gameinfo.html	Utah Jazz	UTA	New Orleans Hornets	NOH	NULL	2012-01-02 23:39:38	2012-01-02 23:39:38
NBA	2011-2012	2012-01-02	20120102OKCDAL	http://www.nba.com/games/20120102/OKCDAL/boxscore.html	http://www.nba.com/games/20120102/OKCDAL/gameinfo.html	Dallas Maverics	DAL	Oklahoma City Thunder	OKC	NULL	2012-01-02 23:41:06	2012-01-02 23:41:06
NBA	2011-2012	2012-01-02	20120102ORLDET	http://www.nba.com/games/20120102/ORLDET/boxscore.html	http://www.nba.com/games/20120102/ORLDET/gameinfo.html	Detroit Pistons	DET	Orlando Magic	ORL	NULL	2012-01-09 11:31:01	2012-01-09 11:31:17
NBA	2011-2012	2012-01-02	20120102SASMIN	http://www.nba.com/games/20120102/SASMIN/boxscore.html	http://www.nba.com/games/20120102/SASMIN/gameinfo.html	Minnesota Timberwolves	MIN	San Antonio Spurs	SAS	NULL	2012-01-02 23:42:07	2012-01-02 23:42:07
NBA	2011-2012	2012-01-02	20120102TORNYK	http://www.nba.com/games/20120102/TORNYK/boxscore.html	http://www.nba.com/games/20120102/TORNYK/gameinfo.html	New York Knicks	NYK	Toronto Raptors	TOR	NULL	2012-01-02 23:45:40	2012-01-02 23:45:40
NBA	2011-2012	2012-01-02	20120102WASBOS	http://www.nba.com/games/20120102/WASBOS/boxscore.html	http://www.nba.com/games/20120102/WASBOS/gameinfo.html	Boston Celtics	BOS	Washington Wizards	WAS	NULL	2012-01-02 23:46:49	2012-01-02 23:46:49
NBA	2011-2012	2012-01-03	20120103ATLCHI	http://www.nba.com/games/20120103/ATLCHI/boxscore.html	http://www.nba.com/games/20120103/ATLCHI/gameinfo.html	Chicago Bulls	CHI	Atlanta Hawks	ATL	NULL	2012-01-03 22:38:44	2012-01-03 22:38:44
NBA	2011-2012	2012-01-03	20120103CHACLE	http://www.nba.com/games/20120103/CHACLE/boxscore.html	http://www.nba.com/games/20120103/CHACLE/gameinfo.html	Cleveland Cavaliers	CLE	Charlotte Bobcats	CHA	NULL	2012-01-03 22:40:14	2012-01-03 22:40:14
NBA	2011-2012	2012-01-03	20120103HOULAL	http://www.nba.com/games/20120103/HOULAL/boxscore.html	http://www.nba.com/games/20120103/HOULAL/gameinfo.html	Los Angeles Lakers	LAL	Houston Rockets	HOU	NULL	2012-01-06 09:58:23	2012-01-06 09:58:23
NBA	2011-2012	2012-01-03	20120103MILUTA	http://www.nba.com/games/20120103/MILUTA/boxscore.html	http://www.nba.com/games/20120103/MILUTA/gameinfo.html	Utah Jazz	UTA	Milwaukee Bucks	MIL	NULL	2012-01-06 09:58:40	2012-01-06 09:58:40
NBA	2011-2012	2012-01-03	20120103POROKC	http://www.nba.com/games/20120103/POROKC/boxscore.html	http://www.nba.com/games/20120103/POROKC/gameinfo.html	Oklahoma City Thunder	OKC	Portland Trailblazers	POR	NULL	2012-01-03 22:43:02	2012-01-03 22:43:02
NBA	2011-2012	2012-01-03	20120103SACMEM	http://www.nba.com/games/20120103/SACMEM/boxscore.html	http://www.nba.com/games/20120103/SACMEM/gameinfo.html	Memphis Grizzlies	MEM	Sacramento Kings	SAC	NULL	2012-01-03 22:44:18	2012-01-03 22:44:18
NBA	2011-2012	2012-01-04	20120104CHANYK	http://www.nba.com/games/20120104/CHANYK/boxscore.html	http://www.nba.com/games/20120104/CHANYK/gameinfo.html	New York Knicks	NYK	Charlotte Bobcats	CHA	NULL	2012-01-04 23:16:02	2012-01-04 23:16:02
NBA	2011-2012	2012-01-04	20120104CHIDET	http://www.nba.com/games/20120104/CHIDET/boxscore.html	http://www.nba.com/games/20120104/CHIDET/gameinfo.html	Detroit Pistons	DET	Chicago Bulls	CHI	NULL	2012-01-04 23:16:31	2012-01-04 23:16:31
NBA	2011-2012	2012-01-04	20120104CLETOR	http://www.nba.com/games/20120104/CLETOR/boxscore.html	http://www.nba.com/games/20120104/CLETOR/gameinfo.html	Toronto Raptors	TOR	Cleveland Cavaliers	CLE	NULL	2012-01-05 17:12:22	2012-01-05 17:12:22
NBA	2011-2012	2012-01-04	20120104GSWSAS	http://www.nba.com/games/20120104/GSWSAS/boxscore.html	http://www.nba.com/games/20120104/GSWSAS/gameinfo.html	San Antonio Spurs	SAS	Golden State Warriors	GSW	NULL	2012-01-04 23:17:59	2012-01-04 23:17:59
NBA	2011-2012	2012-01-04	20120104HOULAC	http://www.nba.com/games/20120104/HOULAC/boxscore.html	http://www.nba.com/games/20120104/HOULAC/gameinfo.html	Los Angeles Clippers	LAC	Houston Rockets	HOU	NULL	2012-01-05 17:17:07	2012-01-05 17:17:07
NBA	2011-2012	2012-01-04	20120104INDMIA	http://www.nba.com/games/20120104/INDMIA/boxscore.html	http://www.nba.com/games/20120104/INDMIA/gameinfo.html	Miami Heat	MIA	Indianapolis Pacers	IND	NULL	2012-01-04 23:18:57	2012-01-04 23:18:57
NBA	2011-2012	2012-01-04	20120104MEMMIN	http://www.nba.com/games/20120104/MEMMIN/boxscore.html	http://www.nba.com/games/20120104/MEMMIN/gameinfo.html	Minnesota Timberwolves	MIN	Memphis Grizzlies	MEM	NULL	2012-01-04 23:19:58	2012-01-04 23:19:58
NBA	2011-2012	2012-01-04	20120104NJNBOS	http://www.nba.com/games/20120104/NJNBOS/boxscore.html	http://www.nba.com/games/20120104/NJNBOS/gameinfo.html	Boston Celtics	BOS	New Jersey Nets	NJN	NULL	2012-01-10 15:53:17	2012-01-10 15:59:06
NBA	2011-2012	2012-01-04	20120104PHINOH	http://www.nba.com/games/20120104/PHINOH/boxscore.html	http://www.nba.com/games/20120104/PHINOH/gameinfo.html	New Orleans Hornets	NOH	Philadelphia 76ers	PHI	NULL	2012-01-04 23:21:08	2012-01-04 23:21:08
NBA	2011-2012	2012-01-04	20120104PHXDAL	http://www.nba.com/games/20120104/PHXDAL/boxscore.html	http://www.nba.com/games/20120104/PHXDAL/gameinfo.html	Dallas Maverics	DAL	Phoenix Suns	PHX	NULL	2012-01-04 23:22:17	2012-01-04 23:22:17
NBA	2011-2012	2012-01-04	20120104SACDEN	http://www.nba.com/games/20120104/SACDEN/boxscore.html	http://www.nba.com/games/20120104/SACDEN/gameinfo.html	Denver Nuggets	DEN	Sacramento Kings	SAC	NULL	2012-01-05 17:17:52	2012-01-05 17:17:52
NBA	2011-2012	2012-01-04	20120104WASORL	http://www.nba.com/games/20120104/WASORL/boxscore.html	http://www.nba.com/games/20120104/WASORL/gameinfo.html	Orlando Magic	ORL	Washington Wizards	WAS	NULL	2012-01-04 23:33:17	2012-01-04 23:33:17
NBA	2011-2012	2012-01-05	20120105DALSAS	http://www.nba.com/games/20120105/DALSAS/boxscore.html	http://www.nba.com/games/20120105/DALSAS/gameinfo.html	San Antonio Spurs	SAS	Dallas Maverics	DAL	NULL	2012-01-06 09:42:14	2012-01-06 09:42:14
NBA	2011-2012	2012-01-05	20120105LALPOR	http://www.nba.com/games/20120105/LALPOR/boxscore.html	http://www.nba.com/games/20120105/LALPOR/gameinfo.html	Portland Trailblazers	POR	Los Angeles Lakers	LAL	NULL	2012-01-06 09:43:49	2012-01-06 09:43:49
NBA	2011-2012	2012-01-05	20120105MIAATL	http://www.nba.com/games/20120105/MIAATL/boxscore.html	http://www.nba.com/games/20120105/MIAATL/gameinfo.html	Atlanta Hawks	ATL	Miami Heat	MIA	NULL	2012-01-06 09:51:33	2012-01-06 09:51:33
NBA	2011-2012	2012-01-05	20120105MILSAC	http://www.nba.com/games/20120105/MILSAC/boxscore.html	http://www.nba.com/games/20120105/MILSAC/gameinfo.html	Sacramento Kings	SAC	Milwaukee Bucks	MIL	NULL	2012-01-06 09:53:46	2012-01-06 09:53:46
